"ID_edificio";"Descrizione_edificio";"ID_sensore";"Tipo_misura";"Nome_sito";"Data_rilevazione";"Valore_misura";"Unita_misurazione"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"20/11/2021 08:00";"18,62";"°C"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"20/11/2021 18:00";"19,48";"°C"
"2016-22-007488-A/1903";"L1-007-113 ITCG FERMI_LS GALILEI Palestra";"2016-22-007488-A/7797";"Sensor1";"FERMI-GALILEI";"20/11/2021 23:00";"19,51";"°C"
"2016-22-007488-A/974";"L1-007-080 LC Baldessano";"2016-22-007488-A/3675";"Sensor1";"BALDESSANO-ROCCATI 1 Agostino";"20/11/2021 22:00";"17,50";"°C"
"2016-22-007488-A/1133";"L1-007-189 IPSIA Zerboni Succursale";"2016-22-007488-A/4356";"Sensor1";"ZERBONI";"20/11/2021 21:00";"19,40";"°C"
"2016-22-007488-A/1355";"L1-007-191 GIOBERTI Succ";"2016-22-007488-A/5377";"Sensor1";"PLESSO GIOBERTI-GOBETTI SUCC";"20/11/2021 14:00";"16,50";"°C"
"2016-22-007488-A/1241";"L1-007-134  ITIS _LS MAXWELL";"2016-22-007488-A/5075";"Sensor1";"";"20/11/2021 04:00";"16,21";"°C"
"2016-22-007488-A/1248";"L1-007-001 ITCG GALILEI Sede";"2016-22-007488-A/4873";"Sensor1";"GALILEI Nicol";"20/11/2021 16:00";"9,65";"°C"
"2016-22-007488-A/1288";"L1-007-013 ITC PASCAL";"2016-22-007488-A/5060";"Sensor1";"PASCAL Carducci";"20/11/2021 20:00";"6,91";"°C"
"2016-22-007488-A/1341";"L1-007-165-166 IPIA GOBETTI_L Europeo_ITC ARD";"2016-22-007488-A/5301";"Sensor1";"PLESSO FIGLIE DEI MILITARI";"20/11/2021 21:00";"20,23";"°C"
"2016-22-007488-A/955";"L1-007-075 Liceo Cavour Succursale";"2016-22-007488-A/3592";"Sensor1";"CAVOUR SUCC Tripoli";"20/11/2021 10:00";"19,92";"°C"
"2016-22-007488-A/1223";"L1-007-156 LA PRIMO";"2016-22-007488-A/4762";"Sensor1";"1° LICEO ARTISTICO";"25/11/2021 23:00";"16,81";"°C"
"2016-22-007488-A/1293";"L1-007-146 IPC BOSELLI";"2016-22-007488-A/5331";"Sensor1";"BOSELLI SUCC Altessano";"25/11/2021 09:00";"22,54";"°C"
"2016-22-007488-A/1329";"L1-007-022 ITAS DALMASSO Az Agr";"2016-22-007488-A/5246";"Sensor1";"DALMASSO";"25/11/2021 15:00";"21,41";"°C"
